question_num,id,trialnum,question,tot,rt,test_trialnum,subj_answer,correct_answer,recall,mistake,recall_notChecked
3,3,120,What is the last name of the author who wrote Brothers Karamazov?,N/A,0,24,tolstoy,DOSTOEVSKY,I,0,I
54,3,121,What is the name of the island on which Napoleon was born?,N/A,0,30,corsica,CORSICA,C,0,C
105,3,122,What virus killed two million people in 1967?,N/A,0,43,ebola,SMALLPOX,I,0,I
64,3,123,What kind of poison did Socrates take at his execution?,N/A,0,100,hemlock,HEMLOCK,C,0,C
25,3,124,What is the name of the project which developed the atomic bomb during World War II?,N/A,0,134,manhattan project,MANHATTAN,C,0,I
77,3,125,What brand name drug is most often prescribed to treat attention deficit disorder?,N/A,0,5,ritalin,RITALIN,C,0,C
35,3,126,What is the last name of the artist who is famous for producing images of Campbell's soup cans?,N/A,0,111,warhol,WARHOL,C,0,C
148,3,127,What country's ships transported four million African slaves to Brazil?,N/A,0,102,portugal,PORTUGAL,C,0,C
49,3,128,What is the last name of the criminal known as Scarface?,N/A,0,110,montana,CAPONE,I,0,I
78,3,129,What country suffered the slaughter of half a million Tutsis and Hutus in 1994?,N/A,0,127,rwanda,RWANDA,C,0,C
126,3,130,What is the last name of the artist who painted Guernica?,N/A,0,137,picasso,PICASSO,C,0,C
4,3,131,What was the name of the first Apollo lunar module that landed the first man on the moon?,N/A,0,42,apollo ,EAGLE,I,0,I
95,3,132,What is the last name of the discoverer of the vaccination for smallpox?,yes,1.728702952,1,jenkins,JENNER,I,0,I
108,3,133,Who was The Friendly Ghost?,N/A,0,101,casper,CASPER,C,0,C
22,3,134,Of which country is Budapest the capital?,no,1.312204218,51,hungary,HUNGARY,C,1,C
38,3,135,What is the last name of the author who wrote Brave New World?,no,1.587915534,136,axwell,HUXLEY,I,0,I
45,3,136,What is the last name of the actress who received the Best Actress Award for the movie 'Mary Poppins'?,no,1.732546434,104,andrews,ANDREWS,C,0,C
12,3,137,What drug was named after the Greek god of dreams?,yes,2.133867611,99,morphine,MORPHINE,C,0,C
15,3,138,What is the last name of the male star of the movie Casablanca?,N/A,0,64,bogart,BOGART,C,0,C
37,3,139,What is the last name of the boy in the book Treasure Island?,no,1.724919156,83,hawkins,HAWKINS,C,0,C
137,3,140,What liquor packs the punch in an Aztec Punch?,no,1.758984238,41,tequila,TEQUILA,C,0,C
58,3,141,What's the northernmost Baltic republic?,N/A,0,79,estonia,ESTONIA,C,0,C
140,3,142,What country was formerly known as the Belgian Congo?,N/A,0,63,democratic republic of the congo,ZAIRE,I,0,I
92,3,143,What is the last name of the man who showed that lightning is electricity?,N/A,0,109,franklin,FRANKLIN,C,0,C
127,3,144,What is the name of Socrates' most famous student?,N/A,0,59,plato,PLATO,C,0,C
107,3,145,What is the last name of the first person to set foot on the moon?,N/A,0,3,armstrong,ARMSTRONG,C,0,C
24,3,146,What is the capital of Jamaica?,N/A,0,35,kingston,KINGSTON,C,0,C
73,3,147,What country has the ancient ruins of Machu Picchu?,N/A,0,85,peru,PERU,C,0,C
32,3,148,What is the capital of Bulgaria?,N/A,0,139,sofia,SOPHIA,I,0,I
52,3,149,What is the capital of Wyoming?,N/A,0,37,cheyenne,CHEYENNE,C,0,C
134,3,150,What country's civil war was described as a 'rehearsal for World War II'?,N/A,0,8,spain,SPAIN,C,0,C
145,4,1,What is the last name of the man who invented dynamite?,no,1.598207844,85,nobel,NOBEL,C,0,C
106,4,2,What is the longest river in South America?,yes,2.401232152,93,amazon,AMAZON,C,0,C
86,4,3,What nuts are used in marzipan? ,no,2.100849943,116,almonds,ALMONDS,C,0,C
95,4,4,What is the last name of the discoverer of the vaccination for smallpox?,yes,2.783787022,115,,JENNER,I,0,I
41,4,5,What is the name of the furry animal that attacks cobra snakes?,N/A,0,44,mongoose,MONGOOSE,C,0,C
116,4,6,What is the last name of the person who defined 'The Beat Generation'?,N/A,0,94,jackson,KEROUAC,I,0,I
74,4,7,In which sport does a rider on horseback hit a ball with a mallet?,N/A,0,27,polo,POLO,C,0,C
140,4,8,What country was formerly known as the Belgian Congo?,N/A,0,139,democratic republic of congo,ZAIRE,I,0,I
30,4,9,What is the name of the organ that produces insulin?,N/A,0,118,pancreas,PANCREAS,C,0,C
51,4,10,Who was the first ruler of the Holy Roman Empire?,yes,1.594927956,107,augustine,CHARLEMAGNE,I,0,I
7,4,11,What is the last name of the man who first studied genetic inheritance in plants?,N/A,0,99,mendel,MENDEL,C,0,C
27,4,12,What is the name of the submarine in Jules Vernes's 20000 Leagues under the Sea?,no,1.993121781,41,nautilus,NAUTILUS,C,0,C
87,4,13,What is the more common name for a mandrill?,no,2.278230453,125,baboon,BABOON,C,0,C
18,4,14,What is the capital of Delaware?,N/A,0,74,wilmington,DOVER,I,0,I
138,4,15,What is the largest city in Canada?,N/A,0,135,toronto,TORONTO,C,0,C
4,4,16,What was the name of the first Apollo lunar module that landed the first man on the moon?,N/A,0,84,apollo ,EAGLE,I,0,I
120,4,17,What city was Martin Luther King Jr. assassinated in?,N/A,0,53,memphis,MEMPHIS,C,0,C
11,4,18,What is the last name of the Confederate general whose last words were 'Let us cross the river and rest in the shade'?,N/A,0,63,custer,JACKSON,I,0,I
83,4,19,What is the name of the mountain range that separates Asia from Europe?,yes,2.081243326,62,ural,URAL,C,0,C
10,4,20,What is the last name of the man who wrote Canterbury Tales?,N/A,0,25,chaucer,CHAUCER,C,0,C
111,4,21,What is the name for a medical doctor who specializes in diseases of the skin?,N/A,0,113,dermatologist,DERMATOLOGIST,C,0,C
132,4,22,What was the last name of the woman who designed and sewed the first American flag?,yes,1.94181602,32,crocker,ROSS,I,0,I
50,4,23,The general named Hannibal was from what city?,no,2.740575711,61,carthage,CARTHAGE,C,0,C
122,4,24,Which dynasty was in power throughout the 1500's in China?,yes,1.761175902,39,ming,MING,C,0,C
113,4,25,What is the last name of the villainous captain in the story Peter Pan?,N/A,0,1,hook,HOOK,C,0,C
69,4,26,What is the highest mountain in the U.S.?,N/A,0,16,denali,MCKINLEY,I,0,I
47,4,27,In what ancient city were the Hanging Gardens located?,no,1.716637787,108,babylon,BABYLON,C,0,C
71,4,28,What is the name of the British admiral who won the Battle of Trafalgar?,no,1.716762804,79,,NELSON,I,0,I
62,4,29,In which city is Michelangelo's statue of David located?,no,3.939556216,8,florence,FLORENCE,C,1,C
9,4,30,What is the last name of Batman's secret identity in the Batman comics?,N/A,0,42,wayne,WAYNE,C,0,C
96,4,31,What is the last name of the person who has graced the most Sports Illustrated covers?,N/A,0,92,ali,JORDAN,I,0,I
100,4,32,What kind of animal was befriended by the escaped slave Androcles in an Aesop Fable?,no,1.735099115,90,lion,LION,C,0,C
37,4,33,What is the last name of the boy in the book Treasure Island?,no,1.820052151,137,,HAWKINS,I,0,I
99,4,34,What is the last name of the president who is on the far right when you gaze at Mount Rushmore?,yes,1.696561155,2,lincoln,LINCOLN,C,1,C
128,4,35,What is the name of a dried plum?,N/A,0,147,prune,PRUNE,C,0,C
94,4,36,What were raced in Greek and Roman hippodromes? ,no,2.100807975,43,,HORSES,I,0,I
35,4,37,What is the last name of the artist who is famous for producing images of Campbell's soup cans?,N/A,0,40,warhol,WARHOL,C,0,C
147,4,38,What is the name of the constellation that looks like a flying horse?,N/A,0,129,pegasus,PEGASUS,C,0,C
65,4,39,Who was the most famous Greek doctor?,N/A,0,86,hippocrates,HIPPOCRATES,C,0,C
8,4,40,What is the unit of electrical power that refers to the current of one ampere at one volt?,no,1.403077148,105,watt,WATT,C,1,C
85,4,41,What animals travel in pods? ,no,2.769539195,21,whales,WHALES,C,0,C
44,4,42,What is the last name of the author of Little Women?,yes,2.052304603,132,,ALCOTT,I,0,I
49,4,43,What is the last name of the criminal known as Scarface?,no,1.656644238,60,capone,CAPONE,C,0,C
60,4,44,What is the name of the unit of measure that refers to a six-foot depth of water?,no,3.322967108,140,fathom,FATHOM,C,0,C
80,4,45,What is the capital of Chile?,yes,1.784650968,101,santiago,SANTIAGO,C,0,C
32,4,46,What is the capital of Bulgaria?,yes,1.565691201,59,,SOPHIA,I,0,I
91,4,47,What is the last name of the man who supposedly killed Jesse James?,yes,4.057678589,100,ford,FORD,C,1,C
34,4,48,What is the name of the avenue that immediately follows Atlantic Avenue in the game of Monopoly?,no,1.632821002,145,venitor,VENTNOR,I,0,I
22,4,49,Of which country is Budapest the capital?,N/A,0,133,hungary,HUNGARY,C,0,C
108,4,50,Who was The Friendly Ghost?,N/A,0,97,casper,CASPER,C,0,C
88,4,51,What igneous rock makes up the bulk of Devils Tower?,no,1.888313567,87,basalt,BASALT,C,0,C
1,4,52,What is the name of the palace in London in which the monarch of England resides?,N/A,0,64,buckingham,BUCKINGHAM,C,0,C
114,4,53,What company invented the microprocessor in 1971?,N/A,0,72,ibm,INTEL,I,0,I
110,4,54,What is the capital of Denmark?,N/A,0,11,coppenhagen,COPENHAGEN,C,0,I
148,4,55,What country's ships transported four million African slaves to Brazil?,no,1.38152857,103,portugal,PORTUGAL,C,1,C
13,4,56,What is the name of Batman's butler?,N/A,0,31,alfred,ALFRED,C,0,C
121,4,57,What is the name for the astronomical bodies that enter the earth's atmosphere?,no,1.577273164,131,meteors,METEORS,C,0,C
58,4,58,What's the northernmost Baltic republic?,no,1.747963539,56,estonia,ESTONIA,C,0,C
130,4,59,What's the 'Q' short for in Q-Tips?,no,1.648199402,66,quality,QUALITY,C,0,C
12,4,60,What drug was named after the Greek god of dreams?,no,1.615983528,45,morphine,MORPHINE,C,0,C
63,4,61,What is the last name of the author who wrote 'The Old Man and the Sea'?,yes,4.16834134,126,hemingway,HEMINGWAY,C,1,C
119,4,62,What is the name of the ship that carried the pilgrims to America in 1620?,yes,1.870767673,14,mayflower,MAYFLOWER,C,0,C
133,4,63,What nation signed away a fourth of its European land in a 1918 Treaty?,yes,3.537584446,134,russia,RUSSIA,C,1,C
82,4,64,What is the last name of the Russian novelist Teddy Roosevelt called 'a sexual and moral pervert'?,no,2.364463268,102,tolstoy,TOLSTOY,C,0,C
101,4,65,In which city is Heathrow Airport located?,N/A,0,109,london,LONDON,C,0,C
125,4,66,What is the name of the American who starred in the 1936 Olympics?,yes,1.793193479,78,owens,OWENS,C,0,C
67,4,67,What is the last name of the man who wrote the Star Spangled Banner?,yes,1.706808294,20,key,KEY,C,0,C
112,4,68,What is the first book of the Old Testament?,no,1.694104415,120,genesis,GENESIS,C,0,C
19,4,69,What is May's birthstone?,no,2.226258931,47,emerald,EMERALD,C,0,C
40,4,70,What's the largest gland in the human body?,no,2.106000226,89,skin,LIVER,I,0,I
29,4,71,What is the last name of the man who assassinated President John Kennedy?,no,1.494130706,122,oswald,OSWALD,C,1,C
131,4,72,What staple crop does half the world's population depend on?,N/A,0,26,oil,RICE,I,0,I
76,4,73,What is the last name of the man who rode horseback in 1775 to warn that the British were coming?,yes,2.24624086,54,revere,REVERE,C,0,C
139,4,74,In which country is Angel Falls located?,no,1.898998306,4,venezuela,VENEZUELA,C,0,C
5,4,75,What was the name of the zeppelin that exploded in Lakehurst N.J. in 1937?,yes,1.80349473,149,hidenburg,HINDENBURG,C,0,I
73,4,76,What country has the ancient ruins of Machu Picchu?,N/A,0,34,peru,PERU,C,0,C
17,4,77,What is the last name of the author who wrote Oliver Twist?,N/A,0,10,dickens,DICKENS,C,0,C
98,4,78,Of which country is Nairobi the capital?,N/A,0,112,nigeria,KENYA,I,0,I
68,4,79,What Peanuts character clings to a security blanket?,no,1.914045557,136,linus,LINUS,C,0,C
93,4,80,What island is the largest in the world excluding Australia?,N/A,0,106,greenland,GREENLAND,C,0,C
137,4,81,What liquor packs the punch in an Aztec Punch?,no,1.682327884,124,tequilla,TEQUILA,C,0,I
52,4,82,What is the capital of Wyoming?,yes,2.12560584,12,cheyenne,CHEYENNE,C,0,C
72,4,83,What colorless gas is essential in the production of fertilizers and light bulbs?,yes,2.097006792,76,nitrogen,NITROGEN,C,0,C
81,4,84,In what country is the Dalai Lama's palace?,N/A,0,69,tibet,TIBET,C,0,C
16,4,85,What is the last name of the person who always ended her PBS cooking shows with 'Bon appetit'?,yes,1.585205166,150,child,CHILD,C,0,C
24,4,86,What is the capital of Jamaica?,N/A,0,55,kingston,KINGSTON,C,0,C
3,4,87,What is the last name of the author who wrote Brothers Karamazov?,no,1.641198718,3,tsovtsky,DOSTOEVSKY,I,0,I
39,4,88,What country's capital is Tripoli?,N/A,0,80,tunisia,LIBYA,I,0,I
104,4,89,What is the name of the process by which plants make their food?,N/A,0,146,photosynth,PHOTOSYNTHESIS,I,0,I
64,4,90,What kind of poison did Socrates take at his execution?,no,1.341904462,6,hemlock,HEMLOCK,C,1,C
126,4,91,What is the last name of the artist who painted Guernica?,N/A,0,148,picasso,PICASSO,C,0,C
135,4,92,What was the name of the mythological creature with the head of a woman and the body of a lion that killed all those unable to solve its riddle?,yes,1.776961933,7,sphinx,SPHINX,C,0,C
75,4,93,What is the world's largest snake?,N/A,0,117,anaconda,PYTHON,I,0,I
25,4,94,What is the name of the project which developed the atomic bomb during World War II?,N/A,0,23,manhattan,MANHATTAN,C,0,C
36,4,95,What sitcom received a record 117 Emmy nominations?,yes,2.217510805,46,cheers,CHEERS,C,0,C
103,4,96,What is the most populous country in Africa?,N/A,0,95,south africa,NIGERIA,I,0,I
105,4,97,What virus killed two million people in 1967?,yes,1.804152266,51,smallpox,SMALLPOX,C,0,C
26,4,98,What was the name of the Union Ironclad ship that fought the Confederate ironclad Merrimack?,no,1.927397588,9,,MONITOR,I,0,I
48,4,99,What is the name of the man who assassinated Abraham Lincoln?,yes,1.683266871,82,booth,BOOTH,C,0,C
21,4,100,What is the last name of the first U.S. President to die in office?,no,1.581084117,33,harrison,HARRISON,C,0,C
77,4,101,What brand name drug is most often prescribed to treat attention deficit disorder?,N/A,0,19,adderall,RITALIN,I,1,I
136,4,102,According to the FDA what's the only fish that produces real caviar?,no,1.70611467,37,,STURGEON,I,0,I
59,4,103,What is the name of a female sheep?,N/A,0,29,lamb,EWE,I,0,I
115,4,104,Who was the leader of the Argonauts?,no,1.774443145,52,jason,JASON,C,0,C
31,4,105,What was the capital of Czechoslovakia?,no,1.664889589,65,prague,PRAGUE,C,0,C
45,4,106,What is the last name of the actress who received the Best Actress Award for the movie 'Mary Poppins'?,N/A,0,49,andrews,ANDREWS,C,0,C
46,4,107,In what European city is the Parthenon located?,no,1.150765302,88,rome,ATHENS,I,1,I
149,4,108,What is the last name of the singer who recorded 'Heartbreak Hotel' and 'All Shook Up'?,yes,2.581331516,38,presley,PRESLEY,C,0,C
109,4,109,What is the name of the kind of cat that spoke to Alice in the story Alice's adventures in Wonderland?,N/A,0,67,cheshire,CHESHIRE,C,0,C
102,4,110,What is the capital of Russia?,N/A,0,83,moscow,MOSCOW,C,0,C
0,4,111,What is the name of the river that runs through Rome?,no,2.333466549,128,tiber,TIBER,C,0,C
43,4,112,What is the last name of the second U.S. president?,N/A,0,143,adams,ADAMS,C,0,C
53,4,113,What is the northernmost country in continental South America?,no,1.293331464,5,colombia,COLOMBIA,C,1,C
15,4,114,What is the last name of the male star of the movie Casablanca?,N/A,0,68,bogart,BOGART,C,0,C
134,4,115,What country's civil war was described as a 'rehearsal for World War II'?,no,3.589672228,50,spain,SPAIN,C,0,C
70,4,116,What is the name of the mansion in Virginia that was Thomas Jefferson's home?,N/A,0,130,monticello,MONTICELLO,C,0,C
42,4,117,In addition to the Kentucky Derby and the Belmont Stakes what horse race comprises the Triple Crown?,no,1.660087863,114,,PREAKNESS,I,0,I
89,4,118,What is the last name of the renowned English author who had been a Polish sailor?,no,1.655588985,81,,CONRAD,I,0,I
56,4,119,What is the last name of the commander who lost the battle of the Little Bighorn River?,yes,2.233899491,73,custer,CUSTER,C,0,C
66,4,120,Over which river is the George Washington Bridge?,yes,2.529115764,75,hudson,HUDSON,C,0,C
55,4,121,What is the last name of the scientist who discovered radium?,no,2.276790806,70,curie,CURIE,C,0,C
92,4,122,What is the last name of the man who showed that lightning is electricity?,N/A,0,30,franklin,FRANKLIN,C,0,C
79,4,123,What spice do chefs pay the most for?,no,1.653955162,144,saffron,SAFFRON,C,0,C
54,4,124,What is the name of the island on which Napoleon was born?,no,1.778930183,35,corsica,CORSICA,C,0,C
107,4,125,What is the last name of the first person to set foot on the moon?,N/A,0,77,armstrong,ARMSTRONG,C,0,C
57,4,126,What is the last name of the man who invented the phonograph?,no,1.683084924,58,edison,EDISON,C,0,C
23,4,127,What country gave the world the word 'geyser' for a hot spring?,no,1.568847295,22,chile,ICELAND,I,0,I
14,4,128,Who was the title character in 'The Merchant of Venice'?,yes,1.890972639,119,antonio,ANTONIO,C,0,C
